case_id,example_displayed_sign,example_exact_jel_codes,example_false_side,example_original_sign,example_outcome,example_overlap_ratio,example_paper_id,example_treatment,example_true_side,jel_overlap_ratio,jel_similarity,matching_rule,pair_case_type,selection_score,shared_exact_jel_codes,shared_exact_jel_count,target_exact_jel_codes,target_exact_jel_count,target_outcome,target_paper_id,target_side,target_sign,target_treatment,task_name,union_exact_jel_count,variant
task2_jel_similarity_side_capped_jel_similarity_002370,+,"[""I13"", ""J20""]",liberal,+,Employment (≥20 hours per week),0.5,19220,TennCare disenrollment,conservative,0.3333,0.25,jaccard_jel_similarity,cons-lib,0.25,"[""I13""]",1,"[""I13"", ""J10"", ""N32""]",3,Self-reported disability,22899,liberal,-,Early childhood Medicaid eligibility,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002371,+,"[""N32"", ""J70""]",conservative,+,Public schooling access and quality,0.5,6418,NAACP litigation,liberal,0.3333,0.25,jaccard_jel_similarity,lib-lib,0.25,"[""N32""]",1,"[""I13"", ""J10"", ""N32""]",3,Suicide mortality,22899,liberal,-,Early childhood Medicaid eligibility,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002372,+,"[""I13"", ""J20""]",liberal,+,Employment (≥20 hours per week),0.5,19220,TennCare disenrollment,conservative,0.3333,0.25,jaccard_jel_similarity,cons-lib,0.25,"[""I13""]",1,"[""I13"", ""J10"", ""N32""]",3,Suicide mortality,22899,liberal,-,Early childhood Medicaid eligibility,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002373,+,"[""N32"", ""J70""]",conservative,+,Public schooling access and quality,0.5,6418,NAACP litigation,liberal,0.3333,0.25,jaccard_jel_similarity,lib-cons,0.25,"[""N32""]",1,"[""I13"", ""J10"", ""N32""]",3,Total income,22899,conservative,None,Early childhood Medicaid eligibility,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002374,+,"[""I13"", ""J20""]",liberal,+,Employment (≥20 hours per week),0.5,19220,TennCare disenrollment,conservative,0.3333,0.25,jaccard_jel_similarity,cons-cons,0.25,"[""I13""]",1,"[""I13"", ""J10"", ""N32""]",3,Total income,22899,conservative,None,Early childhood Medicaid eligibility,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002375,+,"[""N32"", ""J70""]",conservative,+,Public schooling access and quality,0.5,6418,NAACP litigation,liberal,0.3333,0.25,jaccard_jel_similarity,lib-lib,0.25,"[""N32""]",1,"[""I13"", ""J10"", ""N32""]",3,Infant and young child mortality,22899,liberal,-,Medicaid implementation,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002376,+,"[""I13"", ""J20""]",liberal,+,Employment (≥20 hours per week),0.5,19220,TennCare disenrollment,conservative,0.3333,0.25,jaccard_jel_similarity,cons-lib,0.25,"[""I13""]",1,"[""I13"", ""J10"", ""N32""]",3,Infant and young child mortality,22899,liberal,-,Medicaid implementation,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002377,+,"[""H31"", ""E62"", ""E65"", ""E21""]",conservative,+,Non-durable expenditures,0.75,14753,2001 tax rebates,liberal,0.6,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""E62"", ""E65"", ""H31""]",3,"[""R38"", ""H31"", ""E62"", ""E65"", ""G18""]",5,share of distressed sales,22903,conservative,+,First-Time Homebuyer Credit,task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002378,+,"[""H31"", ""E62"", ""E65"", ""E21""]",liberal,+,Debt repayment,0.75,14753,2008 tax rebates,conservative,0.6,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""E62"", ""E65"", ""H31""]",3,"[""R38"", ""H31"", ""E62"", ""E65"", ""G18""]",5,share of distressed sales,22903,conservative,+,First-Time Homebuyer Credit,task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002379,+,"[""H31"", ""E62"", ""E65"", ""E21""]",conservative,+,Non-durable expenditures,0.75,14753,2001 tax rebates,liberal,0.6,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""E62"", ""E65"", ""H31""]",3,"[""R38"", ""H31"", ""E62"", ""E65"", ""G18""]",5,Reallocation of homes from low-value to high-value buyers,22903,conservative,+,First-Time Homebuyer Credit (FTHC),task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002380,+,"[""H31"", ""E62"", ""E65"", ""E21""]",liberal,+,Debt repayment,0.75,14753,2008 tax rebates,conservative,0.6,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""E62"", ""E65"", ""H31""]",3,"[""R38"", ""H31"", ""E62"", ""E65"", ""G18""]",5,Reallocation of homes from low-value to high-value buyers,22903,conservative,+,First-Time Homebuyer Credit (FTHC),task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002381,+,"[""J64"", ""J65""]",liberal,+,Days in nonemployment,0.5,17814,Unemployment insurance extensions,conservative,0.25,0.2,jaccard_jel_similarity,cons-cons,0.2,"[""J64""]",1,"[""D14"", ""R23"", ""R21"", ""J64""]",4,Local entry-level and low-experience applications,22929,conservative,+,Recourse mortgages,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002382,-,"[""J64"", ""J65""]",conservative,-,Probability of nonemployment after reemployment,0.5,17814,Unemployment insurance extensions,liberal,0.25,0.2,jaccard_jel_similarity,lib-cons,0.2,"[""J64""]",1,"[""D14"", ""R23"", ""R21"", ""J64""]",4,Local entry-level and low-experience applications,22929,conservative,+,Recourse mortgages,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002383,-,"[""H2"", ""J3""]",conservative,-,Wealth concentration,1.0,8467,Progressive capital and estate taxation,liberal,0.5,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""H2"", ""J3""]",2,"[""H5"", ""H2"", ""J3"", ""E01""]",4,Bottom 50% post-tax income growth,22945,liberal,+,Medicare and Medicaid transfers,task2,4,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002384,-,"[""H5"", ""E2"", ""E62"", ""H3"", ""H2""]",liberal,-,Real GDP,0.4,15369,Average marginal income-tax rate increase,conservative,0.5,0.2857,jaccard_jel_similarity,cons-lib,0.2857,"[""H2"", ""H5""]",2,"[""H5"", ""H2"", ""J3"", ""E01""]",4,Bottom 50% post-tax income growth,22945,liberal,+,Medicare and Medicaid transfers,task2,7,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002385,None,"[""J0"", ""H0""]",liberal,None,8th grade test scores,1.0,16381,Kindergarten classroom assignment,conservative,0.6667,0.6667,jaccard_jel_similarity,cons-lib,0.6667,"[""H0"", ""J0""]",2,"[""H0"", ""R0"", ""J0""]",3,Low-income child's income,23002,liberal,-,Higher segregation (one SD),task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002386,+,"[""H0"", ""R0"", ""J0""]",conservative,+,Neighborhood satisfaction,1.0,26164,CMTO program (full services),liberal,1.0,1.0,jaccard_jel_similarity,lib-lib,1.0,"[""H0"", ""J0"", ""R0""]",3,"[""H0"", ""R0"", ""J0""]",3,Low-income child's income,23002,liberal,-,Higher segregation (one SD),task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002387,-,"[""D18"", ""D14""]",liberal,-,number of active lenders,0.5,19550,Anti-predatory pilot program (HB4050),conservative,0.2,0.1667,jaccard_jel_similarity,cons-cons,0.1667,"[""D14""]",1,"[""D1"", ""D03"", ""G02"", ""D14"", ""D84""]",5,Payday loan use,23028,conservative,-,Higher self-efficacy,task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002388,+,"[""G02"", ""D14"", ""G28"", ""G21""]",conservative,+,Adoption of three-year repayment amount,0.5,22742,CARD Act disclosure (three-year payment),liberal,0.4,0.2857,jaccard_jel_similarity,lib-cons,0.2857,"[""D14"", ""G02""]",2,"[""D1"", ""D03"", ""G02"", ""D14"", ""D84""]",5,Payday loan use,23028,conservative,-,Higher self-efficacy,task2,7,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002389,+,"[""D74"", ""D72"", ""P16"", ""Z12"", ""P26""]",liberal,+,Adoption of local sharia regulations,0.4,25151,Expropriation intensity under the land reform,conservative,0.6667,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""D72"", ""P16""]",2,"[""P16"", ""D72"", ""L11""]",3,Market concentration,23041,liberal,-,Pro-competition regulation,task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002390,+,"[""D72""]",conservative,+,Socialist vote share (1919),1.0,27854,Excess deaths from Spanish flu (1918),liberal,0.3333,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""D72""]",1,"[""P16"", ""D72"", ""L11""]",3,Market concentration,23041,liberal,-,Pro-competition regulation,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002391,+,"[""D74"", ""D72"", ""P16"", ""Z12"", ""P26""]",liberal,+,Adoption of local sharia regulations,0.4,25151,Expropriation intensity under the land reform,conservative,0.6667,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""D72"", ""P16""]",2,"[""P16"", ""D72"", ""L11""]",3,Spectrum auction revenues,23041,conservative,+,Pro-competition regulation,task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002392,+,"[""D72""]",conservative,+,Socialist vote share (1919),1.0,27854,Excess deaths from Spanish flu (1918),liberal,0.3333,0.3333,jaccard_jel_similarity,lib-cons,0.3333,"[""D72""]",1,"[""P16"", ""D72"", ""L11""]",3,Spectrum auction revenues,23041,conservative,+,Pro-competition regulation,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002393,+,"[""I13"", ""L1"", ""I11"", ""H22"", ""D4""]",liberal,+,Combined consumer pass-through,0.4,20470,Increase in MA capitation payments,conservative,0.3333,0.2222,jaccard_jel_similarity,cons-cons,0.2222,"[""D4"", ""L1""]",2,"[""L94"", ""L1"", ""L5"", ""D4"", ""Q4"", ""D61""]",6,Gains from trade,23053,conservative,+,Market-based dispatch,task2,9,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002394,-,"[""I13"", ""L1"", ""I11"", ""H22"", ""D4""]",conservative,-,Consumer premiums,0.4,20470,Increase in MA capitation payments,liberal,0.3333,0.2222,jaccard_jel_similarity,lib-cons,0.2222,"[""D4"", ""L1""]",2,"[""L94"", ""L1"", ""L5"", ""D4"", ""Q4"", ""D61""]",6,Gains from trade,23053,conservative,+,Market-based dispatch,task2,9,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002395,+,"[""I13"", ""L1"", ""I11"", ""H22"", ""D4""]",liberal,+,Combined consumer pass-through,0.4,20470,Increase in MA capitation payments,conservative,0.3333,0.2222,jaccard_jel_similarity,cons-cons,0.2222,"[""D4"", ""L1""]",2,"[""L94"", ""L1"", ""L5"", ""D4"", ""Q4"", ""D61""]",6,Production costs,23053,conservative,-,Market-based dispatch,task2,9,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002396,-,"[""I13"", ""L1"", ""I11"", ""H22"", ""D4""]",conservative,-,Consumer premiums,0.4,20470,Increase in MA capitation payments,liberal,0.3333,0.2222,jaccard_jel_similarity,lib-cons,0.2222,"[""D4"", ""L1""]",2,"[""L94"", ""L1"", ""L5"", ""D4"", ""Q4"", ""D61""]",6,Production costs,23053,conservative,-,Market-based dispatch,task2,9,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002397,-,"[""D62"", ""H23"", ""Q50""]",conservative,-,Long-run residential electricity use,0.6667,24608,Household consumption quota,liberal,0.4,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""H23"", ""Q50""]",2,"[""R31"", ""H54"", ""H23"", ""Q50"", ""H70""]",5,ambient water pollution concentrations,23070,liberal,-,Clean Water Act grants,task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002398,-,"[""F13"", ""F18"", ""Q56"", ""F6"", ""H23"", ""Q50""]",liberal,-,Global CO2 emissions,0.3333,26845,Applying similar trade policies to clean and dirty goods,conservative,0.4,0.2222,jaccard_jel_similarity,cons-lib,0.2222,"[""H23"", ""Q50""]",2,"[""R31"", ""H54"", ""H23"", ""Q50"", ""H70""]",5,ambient water pollution concentrations,23070,liberal,-,Clean Water Act grants,task2,9,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002399,-,"[""D62"", ""H23"", ""Q50""]",conservative,-,Long-run residential electricity use,0.6667,24608,Household consumption quota,liberal,0.4,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""H23"", ""Q50""]",2,"[""R31"", ""H54"", ""H23"", ""Q50"", ""H70""]",5,municipal sewerage capital spending,23070,liberal,+,Clean Water Act grants,task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002400,-,"[""F13"", ""F18"", ""Q56"", ""F6"", ""H23"", ""Q50""]",liberal,-,Global CO2 emissions,0.3333,26845,Applying similar trade policies to clean and dirty goods,conservative,0.4,0.2222,jaccard_jel_similarity,cons-lib,0.2222,"[""H23"", ""Q50""]",2,"[""R31"", ""H54"", ""H23"", ""Q50"", ""H70""]",5,municipal sewerage capital spending,23070,liberal,+,Clean Water Act grants,task2,9,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002401,+,"[""E31"", ""E42"", ""N11""]",conservative,+,Monetized transactions,0.3333,12835,Paper money issuance,liberal,0.3333,0.2,jaccard_jel_similarity,lib-lib,0.2,"[""E31""]",1,"[""O51"", ""F61"", ""E31""]",3,Retail cost of living inflation (bottom 20%),23101,liberal,-,Increase in corporate taxes on largest firms,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002402,-,"[""G21"", ""E44"", ""E31""]",liberal,-,Productivity,0.3333,27158,Zombie credit,conservative,0.3333,0.2,jaccard_jel_similarity,cons-lib,0.2,"[""E31""]",1,"[""O51"", ""F61"", ""E31""]",3,Retail cost of living inflation (bottom 20%),23101,liberal,-,Increase in corporate taxes on largest firms,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002403,+,"[""E31"", ""E42"", ""N11""]",conservative,+,Monetized transactions,0.3333,12835,Paper money issuance,liberal,0.3333,0.2,jaccard_jel_similarity,lib-cons,0.2,"[""E31""]",1,"[""O51"", ""F61"", ""E31""]",3,Brand quality,23101,conservative,+,Increase in national firm sales,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002404,-,"[""G21"", ""E44"", ""E31""]",liberal,-,Productivity,0.3333,27158,Zombie credit,conservative,0.3333,0.2,jaccard_jel_similarity,cons-cons,0.2,"[""E31""]",1,"[""O51"", ""F61"", ""E31""]",3,Brand quality,23101,conservative,+,Increase in national firm sales,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002405,+,"[""E31"", ""E42"", ""N11""]",conservative,+,Monetized transactions,0.3333,12835,Paper money issuance,liberal,0.3333,0.2,jaccard_jel_similarity,lib-lib,0.2,"[""E31""]",1,"[""O51"", ""F61"", ""E31""]",3,Brand unit value,23101,liberal,+,Increase in national firm sales,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002406,-,"[""G21"", ""E44"", ""E31""]",liberal,-,Productivity,0.3333,27158,Zombie credit,conservative,0.3333,0.2,jaccard_jel_similarity,cons-lib,0.2,"[""E31""]",1,"[""O51"", ""F61"", ""E31""]",3,Brand unit value,23101,liberal,+,Increase in national firm sales,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002407,+,"[""E31"", ""E42"", ""N11""]",conservative,+,Monetized transactions,0.3333,12835,Paper money issuance,liberal,0.3333,0.2,jaccard_jel_similarity,lib-lib,0.2,"[""E31""]",1,"[""O51"", ""F61"", ""E31""]",3,Retail cost-of-living inflation (poorest),23101,liberal,-,Increase top income tax rate,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002408,-,"[""G21"", ""E44"", ""E31""]",liberal,-,Productivity,0.3333,27158,Zombie credit,conservative,0.3333,0.2,jaccard_jel_similarity,cons-lib,0.2,"[""E31""]",1,"[""O51"", ""F61"", ""E31""]",3,Retail cost-of-living inflation (poorest),23101,liberal,-,Increase top income tax rate,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002409,+,"[""H24"", ""H31"", ""J24"", ""I38""]",liberal,+,Welfare of future generations,0.5,27351,Consumption tax financing (vs. labor tax),conservative,0.6667,0.4,jaccard_jel_similarity,cons-cons,0.4,"[""H31"", ""I38""]",2,"[""I38"", ""D12"", ""H31""]",3,Respect for fungibility of money,23112,conservative,-,SNAP benefits (vs cash),task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002410,+,"[""H24"", ""H31"", ""J24"", ""I38""]",conservative,+,Consumption smoothing,0.5,27351,Universal basic income,liberal,0.6667,0.4,jaccard_jel_similarity,lib-cons,0.4,"[""H31"", ""I38""]",2,"[""I38"", ""D12"", ""H31""]",3,Respect for fungibility of money,23112,conservative,-,SNAP benefits (vs cash),task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002411,+,"[""H24"", ""H31"", ""J24"", ""I38""]",liberal,+,Welfare of future generations,0.5,27351,Consumption tax financing (vs. labor tax),conservative,0.6667,0.4,jaccard_jel_similarity,cons-cons,0.4,"[""H31"", ""I38""]",2,"[""I38"", ""D12"", ""H31""]",3,Shopping effort for SNAP-eligible items,23112,conservative,-,SNAP receipt,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002412,+,"[""H24"", ""H31"", ""J24"", ""I38""]",conservative,+,Consumption smoothing,0.5,27351,Universal basic income,liberal,0.6667,0.4,jaccard_jel_similarity,lib-cons,0.4,"[""H31"", ""I38""]",2,"[""I38"", ""D12"", ""H31""]",3,Shopping effort for SNAP-eligible items,23112,conservative,-,SNAP receipt,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002413,+,"[""N21"", ""G32"", ""G21""]",conservative,+,Managerial salaries relative to assets,1.0,19806,Managerial ownership share,liberal,1.0,1.0,jaccard_jel_similarity,lib-lib,1.0,"[""G21"", ""G32"", ""N21""]",3,"[""G32"", ""N21"", ""G21""]",3,Bank exposure to systemic liquidity risk,23113,liberal,+,Entry of a clearinghouse,task2,3,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002414,-,"[""G32"", ""G28"", ""G21"", ""G01""]",liberal,-,Bank fragility,0.5,23999,CoCo issuance,conservative,0.6667,0.4,jaccard_jel_similarity,cons-lib,0.4,"[""G21"", ""G32""]",2,"[""G32"", ""N21"", ""G21""]",3,Bank exposure to systemic liquidity risk,23113,liberal,+,Entry of a clearinghouse,task2,5,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002415,-,"[""G2"", ""G28"", ""E44"", ""G01""]",conservative,-,foreclosure rate,0.5,25403,Alleviating debt relief frictions,liberal,0.5,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""E44"", ""G28""]",2,"[""E5"", ""R38"", ""G28"", ""E44""]",4,10-year Treasury rate,23154,liberal,-,Agency mortgage purchases,task2,6,side_capped_jel_similarity
task2_jel_similarity_side_capped_jel_similarity_002416,+,"[""G2"", ""G28"", ""E44"", ""G01""]",liberal,+,house price growth,0.5,25403,ARM share,conservative,0.5,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""E44"", ""G28""]",2,"[""E5"", ""R38"", ""G28"", ""E44""]",4,10-year Treasury rate,23154,liberal,-,Agency mortgage purchases,task2,6,side_capped_jel_similarity
